split,class_name,label,path,file_name,width,height,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,mode
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0319-0001.jpeg,NORMAL2-IM-0319-0001.jpeg,1678,1195,1.4041841004184101,127.6078071623421,59.85716219916468,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0321-0001.jpeg,NORMAL2-IM-0321-0001.jpeg,2026,1412,1.434844192634561,119.81287211015999,67.49742334773451,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0029-0001.jpeg,NORMAL2-IM-0029-0001.jpeg,1928,1756,1.0979498861047836,105.14545742398322,63.4614513274434,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0067-0001.jpeg,IM-0067-0001.jpeg,1572,1125,1.3973333333333333,109.06812100650268,61.589195870420326,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0111-0001.jpeg,NORMAL2-IM-0111-0001.jpeg,2035,1526,1.333551769331586,140.30449216045545,63.923105256636,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0251-0001.jpeg,NORMAL2-IM-0251-0001.jpeg,1744,1168,1.4931506849315068,116.37320323300239,53.17337667557734,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0033-0001.jpeg,NORMAL2-IM-0033-0001.jpeg,2431,2195,1.1075170842824602,110.03240227546807,58.413176480170925,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0241-0001.jpeg,NORMAL2-IM-0241-0001.jpeg,1248,880,1.4181818181818182,146.7530239291958,57.09267538567186,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0033-0001.jpeg,IM-0033-0001.jpeg,1658,1534,1.0808344198174706,143.43673713479586,51.85157455402761,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0277-0001.jpeg,NORMAL2-IM-0277-0001.jpeg,1754,1377,1.2737835875090777,122.67019134187734,55.499506594930025,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0329-0001.jpeg,NORMAL2-IM-0329-0001.jpeg,2216,1953,1.1346646185355862,149.67229648545882,70.29663134319185,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0322-0001.jpeg,NORMAL2-IM-0322-0001.jpeg,1256,813,1.5448954489544895,113.2049126064509,52.56624590355929,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0001-0001.jpeg,IM-0001-0001.jpeg,1857,1317,1.4100227790432802,130.99860774291207,57.10203213468682,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0005-0001.jpeg,IM-0005-0001.jpeg,2031,1837,1.105606967882417,136.24955916018104,55.40408354606249,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0030-0001.jpeg,NORMAL2-IM-0030-0001.jpeg,2517,2713,0.9277552524880206,116.04582374684435,50.36631906186796,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0075-0001.jpeg,IM-0075-0001.jpeg,1786,1068,1.6722846441947565,131.752013685301,59.17350190875982,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0110-0001.jpeg,NORMAL2-IM-0110-0001.jpeg,2251,1828,1.2314004376367615,100.49139283586094,60.315893916116096,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0150-0001.jpeg,NORMAL2-IM-0150-0001.jpeg,1611,1454,1.107977991746905,131.87894863118672,70.84593925748703,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0246-0001.jpeg,NORMAL2-IM-0246-0001.jpeg,1368,904,1.5132743362831858,138.5413917352378,56.218626277052046,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0294-0001.jpeg,NORMAL2-IM-0294-0001.jpeg,1530,994,1.539235412474849,103.42204337133914,51.602674687598046,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0079-0001.jpeg,NORMAL2-IM-0079-0001.jpeg,2345,1936,1.2112603305785123,105.08287635024406,56.91858769360572,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0059-0001.jpeg,NORMAL2-IM-0059-0001.jpeg,2244,2030,1.1054187192118226,115.98227391269988,64.54060090624665,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0290-0001.jpeg,NORMAL2-IM-0290-0001.jpeg,1396,897,1.556298773690078,132.9435423075326,48.99691903349934,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0278-0001.jpeg,NORMAL2-IM-0278-0001.jpeg,1700,1113,1.527403414195867,108.3189075630252,64.52075567760012,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0105-0001.jpeg,NORMAL2-IM-0105-0001.jpeg,2352,2166,1.0858725761772854,143.09888462541065,70.09634681921852,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0050-0001.jpeg,IM-0050-0001.jpeg,2752,1882,1.4622741764080764,131.4621898014853,54.078317673294805,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0238-0001.jpeg,NORMAL2-IM-0238-0001.jpeg,1440,1064,1.3533834586466165,144.75205069966583,68.68466456005122,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0101-0001.jpeg,IM-0101-0001.jpeg,1460,906,1.6114790286975718,100.97084731924159,62.04102806552062,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0030-0001.jpeg,IM-0030-0001.jpeg,1647,1314,1.2534246575342465,109.65385752796237,51.1311234863666,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0173-0001-0002.jpeg,NORMAL2-IM-0173-0001-0002.jpeg,1304,952,1.3697478991596639,112.58636483734598,53.60131935708665,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0357-0001.jpeg,NORMAL2-IM-0357-0001.jpeg,1936,1554,1.2458172458172458,95.86884752225662,68.26921572838009,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0229-0001.jpeg,NORMAL2-IM-0229-0001.jpeg,1488,1168,1.273972602739726,148.33006230206954,58.456174495329805,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0045-0001.jpeg,IM-0045-0001.jpeg,2746,2382,1.1528127623845508,145.04588798117467,58.45802157552715,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0015-0001.jpeg,IM-0015-0001.jpeg,1803,1238,1.4563812600969306,136.62083388214043,47.550532306594185,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0374-0001-0002.jpeg,NORMAL2-IM-0374-0001-0002.jpeg,1516,982,1.5437881873727088,117.26365341315177,60.45255879287158,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0316-0001.jpeg,NORMAL2-IM-0316-0001.jpeg,1464,925,1.5827027027027027,108.9506734603456,55.91986116010099,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0010-0001.jpeg,IM-0010-0001.jpeg,1873,1478,1.267253044654939,132.6076446360105,58.7849400022707,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0035-0001.jpeg,IM-0035-0001.jpeg,2480,2329,1.0648346930012882,130.80170604856022,58.674161914888884,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0252-0001.jpeg,NORMAL2-IM-0252-0001.jpeg,1264,832,1.5192307692307692,146.60072381633398,62.75295025150966,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0007-0001.jpeg,IM-0007-0001.jpeg,2053,1818,1.1292629262926293,137.69977901345908,53.96627086429768,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0199-0001.jpeg,NORMAL2-IM-0199-0001.jpeg,1584,1168,1.356164383561644,152.0934635308565,60.56661193890092,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0043-0001.jpeg,IM-0043-0001.jpeg,2297,2032,1.1304133858267718,143.48278887388207,49.864063868591586,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0315-0001.jpeg,NORMAL2-IM-0315-0001.jpeg,1442,770,1.8727272727272728,108.70764450528667,63.289535826482535,0,255,L
